sleep_schedule_diff,wakeup_schedule_diff,cleanliness_diff,study_hours_diff,noise_tolerance_diff,room_temperature_diff,social_energy_diff,spending_habit_diff,guest_frequency_diff,gaming_time_diff,food_preference_similarity,music_preference_similarity,study_style_similarity,communication_style_similarity,organization_similarity,workout_routine_similarity,hobby_similarity,academic_goal_similarity,room_usage_similarity,weekend_activity_similarity,gamer_vs_light_sleeper,extrovert_vs_introvert_conflict,messy_vs_clean_conflict,nightowl_vs_earlybird_conflict,loud_music_vs_noise_sensitive,guest_heavy_vs_private_person,high_spender_vs_budget_person,group_study_vs_solo_study,fitness_focused_vs_irregular,emotional_expressive_vs_reserved,compatibility_score,compatibility_label
0.42,0.41,0.37,0.37,0.31,0.68,0.80,0.01,0.05,0.74,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,46.24,3
0.34,0.57,0.33,0.44,0.75,0.23,0.17,0.37,0.40,0.19,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,87.58,5
0.18,0.25,0.66,0.25,0.60,0.66,0.20,0.23,0.65,0.14,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,81.91,5
0.48,0.34,0.55,0.36,0.56,0.34,0.30,0.08,0.37,0.54,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,45.94,3
0.16,0.17,0.32,0.26,0.74,0.75,0.49,0.64,0.76,0.31,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,56.15,3
0.26,0.87,0.28,0.31,0.29,0.68,0.74,0.43,0.42,0.80,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,39.21,2
0.38,0.40,0.39,0.09,0.32,0.06,0.26,0.24,0.55,0.69,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,43.34,3
0.13,0.66,0.44,0.58,0.20,0.12,0.35,0.17,0.39,0.57,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,43.59,3
0.65,0.22,0.53,0.35,0.67,0.19,0.13,0.45,0.32,0.42,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,81.47,5
0.35,0.63,0.51,0.13,0.28,0.26,0.46,0.51,0.29,0.07,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0.00,1
0.66,0.36,0.65,0.74,0.32,0.18,0.53,0.83,0.10,0.04,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,36.06,2
0.70,0.67,0.35,0.07,0.47,0.25,0.26,0.24,0.34,0.77,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,86.16,5
0.41,0.53,0.37,0.34,0.47,0.36,0.22,0.27,0.24,0.27,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,44.39,3
0.33,0.25,0.28,0.15,0.78,0.55,0.34,0.88,0.22,0.38,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,9.71,1
0.26,0.18,0.38,0.29,0.32,0.25,0.23,0.52,0.15,0.06,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,85.43,5
0.64,0.74,0.26,0.40,0.87,0.20,0.43,0.64,0.53,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.36,4
0.62,0.36,0.46,0.32,0.35,0.17,0.27,0.15,0.24,0.62,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,100.00,5
0.56,0.45,0.74,0.48,0.29,0.13,0.87,0.42,0.68,0.25,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,40.32,3
0.38,0.71,0.65,0.11,0.62,0.27,0.06,0.52,0.36,0.25,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,23.48,2
0.25,0.76,0.50,0.71,0.52,0.10,0.35,0.42,0.24,0.63,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,53.19,3
0.66,0.57,0.83,0.23,0.56,0.24,0.17,0.15,0.45,0.45,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,35.72,2
0.40,0.46,0.23,0.24,0.69,0.12,0.43,0.58,0.40,0.33,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,33.18,2
0.27,0.69,0.70,0.46,0.42,0.79,0.16,0.21,0.18,0.61,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,48.36,3
0.33,0.30,0.72,0.26,0.66,0.25,0.83,0.42,0.74,0.36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,87.20,5
0.51,0.48,0.64,0.21,0.30,0.37,0.37,0.26,0.52,0.09,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,71.23,4
0.74,0.56,0.92,0.11,0.75,0.14,0.77,0.04,0.48,0.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,40.52,3
0.24,0.23,0.80,0.39,0.08,0.48,0.79,0.39,0.82,0.66,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,38.46,2
0.58,0.54,0.77,0.79,0.09,0.23,0.14,0.34,0.04,0.01,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,51.14,3
0.08,0.12,0.77,0.22,0.80,0.02,0.34,0.55,0.11,0.52,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,73.66,4
0.25,0.35,0.67,0.27,0.53,0.45,0.32,0.11,0.47,0.63,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,72.37,4
0.46,0.45,0.59,0.13,0.57,0.52,0.55,0.35,0.34,0.02,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,70.18,4
0.98,0.35,0.35,0.35,0.23,0.44,0.45,0.05,0.02,0.20,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,69.08,4
0.26,0.70,0.79,0.49,0.64,0.19,0.28,0.17,0.25,0.21,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,56.37,3
0.27,0.57,0.53,0.22,0.75,0.17,0.79,0.64,0.62,0.47,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,38.71,2
0.63,0.59,0.73,0.08,0.42,0.07,0.64,0.56,0.65,0.26,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,62.11,4
0.15,0.25,0.79,0.50,0.18,0.20,0.42,0.53,0.46,0.13,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,67.41,4
0.73,0.41,0.64,0.38,0.57,0.31,0.88,0.56,0.45,0.23,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,2.93,1
0.10,0.49,0.36,0.32,0.81,0.58,0.60,0.53,0.49,0.08,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,58.51,3
0.79,0.82,0.63,0.12,0.24,0.15,0.61,0.65,0.44,0.24,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,63.30,4
0.39,0.37,0.51,0.20,0.53,0.37,0.39,0.50,0.41,0.19,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,49.46,3
0.63,0.40,0.49,0.47,0.71,0.26,0.68,0.05,0.51,0.06,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,50.43,3
0.16,0.05,0.77,0.25,0.58,0.26,0.38,0.21,0.44,0.17,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,39.99,2
0.41,0.08,0.23,0.12,0.19,0.27,0.45,0.30,0.40,0.40,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,78.63,4
0.08,0.66,0.49,0.39,0.11,0.37,0.59,0.21,0.43,0.48,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,73.19,4
0.36,0.33,0.43,0.54,0.83,0.38,0.17,0.26,0.23,0.44,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,57.77,3
0.66,0.50,0.46,0.33,0.29,0.40,0.82,0.08,0.13,0.01,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,50.44,3
0.25,0.22,0.86,0.16,0.77,0.38,0.46,0.14,0.29,0.02,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,46.50,3
0.48,0.54,0.46,0.41,0.68,0.04,0.45,0.10,0.16,0.18,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,74.22,4
0.71,0.54,0.54,0.21,0.05,0.20,0.32,0.23,0.19,0.70,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,75.20,4
0.47,0.36,0.62,0.23,0.34,0.32,0.77,0.09,0.36,0.27,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,36.92,2
0.27,0.30,0.54,0.10,0.60,0.31,0.57,0.66,0.23,0.09,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,74.67,4
0.51,0.11,0.95,0.49,0.25,0.06,0.26,0.42,0.61,0.55,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,8.58,1
0.57,0.19,0.65,0.76,0.60,0.55,0.47,0.10,0.18,0.84,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,49.21,3
0.19,0.78,0.59,0.39,0.48,0.51,0.76,0.40,0.22,0.45,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,47.33,3
0.08,0.70,0.64,0.38,0.53,0.32,0.41,0.37,0.15,0.88,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,11.68,1
0.47,0.64,0.46,0.22,0.46,0.62,0.52,0.35,0.11,0.19,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,36.78,2
0.51,0.39,0.50,0.56,0.67,0.01,0.53,0.37,0.19,0.21,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,69.71,4
0.67,0.60,0.29,0.42,0.51,0.14,0.80,0.11,0.07,0.12,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,56.90,3
0.25,0.50,0.39,0.53,0.50,0.27,0.75,0.51,0.14,0.16,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,51.31,3
0.39,0.55,0.21,0.19,0.45,0.13,0.62,0.42,0.08,0.12,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,65.20,4
0.19,0.79,0.19,0.31,0.61,0.29,0.73,0.57,0.46,0.05,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,75.96,4
0.27,0.16,0.60,0.21,0.82,0.27,0.79,0.33,0.28,0.77,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,39.34,2
0.30,0.33,0.42,0.11,0.61,0.14,0.22,0.05,0.63,0.24,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,7.67,1
0.39,0.32,0.44,0.29,0.55,0.66,0.66,0.23,0.56,0.31,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,65.77,4
0.16,0.20,0.09,0.45,0.88,0.10,0.74,0.30,0.23,0.12,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,66.19,4
0.72,0.48,0.69,0.27,0.41,0.42,0.29,0.23,0.40,0.22,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,73.16,4
0.16,0.64,0.62,0.29,0.60,0.05,0.49,0.33,0.15,0.04,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,56.06,3
0.62,0.51,0.69,0.58,0.27,0.10,0.44,0.35,0.08,0.59,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,27.88,2
0.50,0.64,0.52,0.42,0.78,0.10,0.62,0.52,0.52,0.51,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,67.58,4
0.74,0.97,0.64,0.61,0.35,0.24,0.67,0.17,0.75,0.28,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,39.25,2
0.57,0.65,0.13,0.15,0.35,0.27,0.35,0.21,0.28,0.12,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,53.80,3
0.23,0.66,0.39,0.10,0.58,0.29,0.42,0.64,0.28,0.24,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,55.71,3
0.41,0.28,0.46,0.55,0.53,0.13,0.48,0.69,0.43,0.15,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,49.96,3
0.28,0.64,0.19,0.65,0.41,0.50,0.80,0.43,0.09,0.06,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,76.18,4
0.25,0.42,0.73,0.18,0.49,0.13,0.31,0.15,0.06,0.16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,68.95,4
0.34,0.26,0.26,0.52,0.37,0.11,0.78,0.35,0.41,0.21,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,46.73,3
0.17,0.85,0.21,0.02,0.32,0.24,0.20,0.11,0.26,0.17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.37,5
0.74,0.49,0.52,0.14,0.87,0.39,0.72,0.32,0.19,0.12,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,44.64,3
0.81,0.13,0.46,0.39,0.59,0.37,0.84,0.33,0.68,0.14,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,66.05,4
0.34,0.55,0.63,0.57,0.56,0.16,0.14,0.80,0.08,0.24,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,66.74,4
0.39,0.38,0.19,0.80,0.58,0.15,0.13,0.41,0.21,0.55,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,55.82,3
0.28,0.37,0.31,0.06,0.32,0.34,0.52,0.73,0.31,0.85,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,6.40,1
0.27,0.59,0.24,0.29,0.64,0.17,0.52,0.39,0.07,0.66,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,35.84,2
0.45,0.64,0.12,0.80,0.21,0.13,0.09,0.60,0.43,0.41,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,72.29,4
0.55,0.77,0.58,0.11,0.16,0.29,0.84,0.42,0.35,0.49,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,14.60,1
0.78,0.33,0.84,0.36,0.40,0.02,0.65,0.26,0.15,0.61,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,45.55,3
0.52,0.43,0.53,0.23,0.19,0.34,0.42,0.29,0.52,0.28,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,34.93,2
0.67,0.48,0.22,0.36,0.80,0.37,0.53,0.25,0.03,0.57,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,34.76,2
0.43,0.57,0.84,0.28,0.35,0.75,0.46,0.53,0.43,0.16,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,31.23,2
0.44,0.84,0.31,0.58,0.69,0.18,0.54,0.13,0.57,0.08,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,48.09,3
0.55,0.43,0.46,0.78,0.92,0.04,0.89,0.46,0.11,0.55,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,38.44,2
0.51,0.51,0.32,0.10,0.58,0.04,0.68,0.55,0.30,0.35,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,72.62,4
0.54,0.69,0.37,0.05,0.66,0.33,0.09,0.03,0.42,0.37,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,3.37,1
0.61,0.24,0.83,0.39,0.33,0.15,0.29,0.38,0.22,0.50,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0.00,1
0.56,0.50,0.62,0.32,0.63,0.05,0.55,0.06,0.52,0.25,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,86.59,5
0.17,0.41,0.69,0.64,0.62,0.55,0.71,0.78,0.52,0.39,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0.00,1
0.39,0.61,0.50,0.66,0.44,0.20,0.49,0.36,0.52,0.69,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0.00,1
0.44,0.34,0.67,0.40,0.57,0.79,0.68,0.10,0.50,0.26,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,37.36,2
0.30,0.63,0.88,0.34,0.59,0.26,0.06,0.13,0.78,0.17,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,70.91,4
0.09,0.33,0.62,0.47,0.10,0.51,0.05,0.46,0.05,0.01,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,100.00,5
0.19,0.39,0.88,0.25,0.56,0.19,0.64,0.10,0.27,0.43,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,54.10,3
0.89,0.41,0.39,0.05,0.26,0.38,0.10,0.44,0.63,0.64,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,40.50,3
0.50,0.38,0.64,0.34,0.72,0.75,0.27,0.25,0.53,0.72,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,35.16,2
0.50,0.31,0.40,0.17,0.45,0.30,0.14,0.38,0.39,0.18,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,65.76,4
0.36,0.08,0.41,0.42,0.49,0.53,0.72,0.61,0.10,0.27,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,80.44,5
0.71,0.21,0.74,0.13,0.50,0.07,0.65,0.27,0.15,0.44,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,29.78,2
0.33,0.16,0.35,0.56,0.56,0.03,0.27,0.55,0.26,0.21,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,74.07,4
0.25,0.38,0.58,0.27,0.34,0.19,0.26,0.79,0.25,0.11,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,29.61,2
0.33,0.76,0.41,0.34,0.66,0.11,0.46,0.25,0.15,0.55,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,66.74,4
0.50,0.45,0.52,0.09,0.34,0.09,0.38,0.27,0.77,0.53,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,77.00,4
0.83,0.65,0.46,0.45,0.84,0.38,0.27,0.03,0.09,0.35,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,41.01,3
0.24,0.59,0.55,0.11,0.39,0.78,0.59,0.57,0.24,0.08,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,95.70,5
0.22,0.53,0.46,0.65,0.87,0.20,0.29,0.47,0.44,0.70,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,45.23,3
0.60,0.65,0.16,0.77,0.99,0.48,0.41,0.69,0.65,0.37,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0.00,1
0.13,0.30,0.52,0.36,0.93,0.12,0.32,0.67,0.59,0.10,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,69.48,4
0.65,0.21,0.72,0.17,0.63,0.48,0.09,0.36,0.59,0.20,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,70.29,4
0.60,0.59,0.46,0.58,0.24,0.42,0.36,0.27,0.08,0.18,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,57.87,3
0.46,0.60,0.51,0.51,0.70,0.07,0.63,0.24,0.69,0.38,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,18.33,1
0.16,0.77,0.72,0.09,0.18,0.35,0.63,0.31,0.24,0.13,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,50.84,3
0.24,0.56,0.52,0.06,0.82,0.33,0.54,0.50,0.45,0.06,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,39.18,2
0.22,0.29,0.47,0.21,0.21,0.18,0.27,0.16,0.49,0.15,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,53.40,3
0.23,0.28,0.56,0.12,0.05,0.19,0.67,0.30,0.50,0.50,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,71.73,4
0.26,0.80,0.95,0.02,0.11,0.23,0.20,0.18,0.79,0.28,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,76.31,4
0.53,0.38,0.55,0.02,0.43,0.02,0.35,0.48,0.02,0.22,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,53.63,3
0.75,0.76,0.51,0.48,0.35,0.12,0.79,0.32,0.08,0.20,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,68.94,4
0.62,0.25,0.22,0.75,0.60,0.04,0.55,0.20,0.41,0.49,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,83.40,5
0.45,0.64,0.74,0.32,0.60,0.19,0.09,0.28,0.55,0.29,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,42.74,3
0.41,0.79,0.49,0.22,0.51,0.15,0.27,0.17,0.32,0.39,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,4.13,1
0.18,0.56,0.79,0.20,0.83,0.74,0.34,0.45,0.30,0.36,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,52.87,3
0.49,0.54,0.35,0.66,0.45,0.31,0.58,0.50,0.74,0.17,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,51.62,3
0.42,0.55,0.30,0.15,0.27,0.06,0.44,0.38,0.65,0.03,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,64.39,4
0.82,0.90,0.90,0.18,0.63,0.17,0.29,0.44,0.41,0.16,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,17.20,1
0.94,0.78,0.69,0.50,0.47,0.22,0.70,0.61,0.26,0.28,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,59.26,3
0.35,0.49,0.86,0.05,0.14,0.09,0.73,0.45,0.30,0.86,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,48.11,3
0.39,0.11,0.26,0.07,0.41,0.31,0.24,0.26,0.47,0.32,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,57.45,3
0.78,0.60,0.87,0.34,0.38,0.16,0.50,0.11,0.23,0.10,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,11.27,1
0.45,0.25,0.62,0.66,0.62,0.74,0.75,0.12,0.63,0.14,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,60.02,4
0.67,0.62,0.42,0.35,0.75,0.08,0.69,0.27,0.11,0.26,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,55.60,3
0.43,0.24,0.58,0.07,0.19,0.01,0.62,0.85,0.80,0.03,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,51.82,3
0.72,0.14,0.56,0.42,0.64,0.32,0.48,0.16,0.55,0.24,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,70.10,4
0.13,0.65,0.32,0.34,0.23,0.27,0.86,0.49,0.25,0.67,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,61.75,4
0.25,0.80,0.20,0.07,0.54,0.09,0.60,0.69,0.10,0.44,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,25.65,2
0.27,0.27,0.90,0.57,0.18,0.08,0.49,0.72,0.46,0.17,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,68.45,4
0.42,0.61,0.59,0.51,0.41,0.30,0.44,0.05,0.39,0.09,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,43.88,3
0.15,0.69,0.63,0.27,0.79,0.25,0.14,0.22,0.47,0.32,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,47.00,3
0.31,0.50,0.30,0.47,0.17,0.57,0.34,0.26,0.53,0.09,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,75.74,4
0.17,0.71,0.43,0.43,0.39,0.09,0.20,0.18,0.28,0.58,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,35.95,2
0.32,0.67,0.90,0.20,0.48,0.18,0.66,0.52,0.67,0.36,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,5.38,1
0.74,0.90,0.65,0.19,0.33,0.21,0.50,0.08,0.18,0.37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65.79,4
0.23,0.64,0.37,0.13,0.40,0.23,0.33,0.22,0.34,0.17,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,61.21,4
0.26,0.51,0.61,0.59,0.79,0.06,0.56,0.17,0.11,0.17,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,28.48,2
0.64,0.29,0.46,0.27,0.24,0.30,0.53,0.05,0.16,0.19,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,69.24,4
0.90,0.39,0.12,0.34,0.36,0.52,0.42,0.52,0.28,0.17,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,36.61,2
0.59,0.67,0.54,0.20,0.55,0.34,0.23,0.62,0.39,0.53,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,69.75,4
0.82,0.82,0.55,0.64,0.49,0.20,0.17,0.25,0.37,0.49,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,69.41,4
0.65,0.63,0.60,0.56,0.44,0.06,0.86,0.24,0.14,0.20,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,56.84,3
0.56,0.78,0.61,0.30,0.70,0.07,0.07,0.28,0.46,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,44.21,3
0.36,0.45,0.43,0.45,0.47,0.26,0.66,0.48,0.12,0.52,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,74.15,4
